"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Mức giá internet","Mức giá nước","Mức giá điện","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","Thời gian dự kiến vào ở","Tiện ích","title","url","Đường vào"
"70 m²","","","","8 triệu/tháng","","","","Đầy đủ nội thất tiện nghi, hiện đại như 2 điều hòa (có điều hòa 2 chiều), bàn ghế sofa, bàn ăn, tivi, tủ lạnh, máy giặt, lò vi sóng, lò nướng, tủ bếp, bếp gas âm, sàn gỗ, bể cá,...","","2 phòng","2 phòng","4 tầng","","","Cho thuê nhà riêng khu vực Trần Khát Chân (Gần ngã tư Bạch Mai, phố Huế)","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-tran-khat-chan-phuong-thanh-nhan/cho-khu-vuc-gan-nga-tu-bach-mai-pho-hue-pr38135101",""
"148 m²","","","8 m","60 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","5 tầng","","","Nhà phố Hưng Gia 2 vị trí đẹp, có thang máy, nội thất cao cấp 60 tỷ","https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-6-phuong-tan-phong-9-prj-khu-nha-pho-hung-gia/-2-vi-tri-dep-co-thang-may-noi-that-cao-cap-60-ty-pr42924510",""
"50 m²","","","4 m","8,6 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","5 phòng","6 phòng","5 tầng","","","CHÍNH CHỦ BÁN NHÀ 5 TẦNG TRUNG TÂM THANH TRÌ,GARA Ô TÔ KINH DOANH,BÊN CẠNH CÁC DỰ ÁN HẠ TẦNG LỚN","https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-hoi-thi-tran-van-dien/chinh-chu-ban-5-tang-trung-tam-thanh-tri-gara-o-to-kinh-doanh-ben-canh-cac-du-an-ha-tang-lon-pr42916152","10 m"
"75 m²","Tây - Bắc","Tây - Bắc","4 m","25 tỷ","","","","Đầy đủ.","Sổ đỏ/ Sổ hồng","5 phòng","8 phòng","7 tầng","","","Bán nhà KPL phố Tân Mai, hồ Đền Lừ. 75m2 xây mới 7 tầng. Nhà 2 mặt thoáng. 3 ôtô đỗ cửa. Kinh doanh","https://batdongsan.com.vn/ban-nha-rieng-duong-tan-mai-phuong-tan-mai-2/ban-kpl-pho-ho-den-lu-80m2-xay-moi-7-g-2-mat-thoang-o-to-do-cua-kinh-doanh-pr42399763","6 m"
"30 m²","","","","5,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","2 phòng","3 phòng","5 tầng","","","Nhà ngang 6m, hẻm 1/, sổ vuông - Điện Biên Phủ - 30m2, 5 tầng - nhích 5 tỷ","https://batdongsan.com.vn/ban-nha-rieng-duong-dien-bien-phu-phuong-11-5/-ngang-6m-hem-1-so-vuong-30m2-5tang-nhich-5ty-pr42077170",""
"35 m²","","","3,5 m","10 triệu/tháng","","","","- Có 2 máy lạnh, 1 tủ lạnh, 1 tivi.","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","2 tầng","","","Cho thuê nhà Lê Hồng Phong P2 Q10","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-le-hong-phong-phuong-2-18/cho-p-p2-q10-pr41831366",""
"100 m²","","","","25 triệu/tháng","","","","Cơ bản","","6 phòng","4 phòng","4 tầng","","","Nhà diện tích lớn 5x20m hẻm xe tải Tô Hiến Thành - 6PN sẵn máy lạnh","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-to-hien-thanh-phuong-13-5/-dien-tich-lon-5x20m-hem-xe-tai-6pn-san-may-lanh-pr42349848",""
"60 m²","","","","3,4 tỷ","","","","","","2 phòng","1 phòng","","","","Bán CH Mizuki 60m2 có ban công view hướng mát","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-xa-binh-hung-1-prj-mizuki-park/ban-ch-60m2-co-ban-cong-view-huong-mat-pr41668923",""
"78 m²","","","","3,5 tỷ","","","","NTVB.","Có sổ.","2 phòng","","","","","Chính chủ cần bán căn hộ Thủy Lợi 4: 2PN 2WC giá 3.5 tỷ có sổ hồng - LH 0933.370.2,66","https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-nguyen-xi-phuong-26-prj-the-hyco4-tower/chinh-chu-ban-ch-thuy-loi-4-2pn-2wc-90-m2-gia-3-ty-con-thuong-luong-lh-0933370266-pr27780839",""
"71 m²","","","","Thỏa thuận","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Tôi chính chủ cần bán gấp căn hộ view hồ bơi - miễn trung gian","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-20-5-phuong-hiep-binh-chanh-prj-opal-garden/toi-chinh-chu-ban-gap-view-boi-mien-trung-gian-pr42917679",""
"161 m²","","Đông - Nam","7,5 m","5 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán đất đẹp tại Bùi Dương Lịch, Hưng Đông, Vinh, Nghệ An, 5 tỷ, 161m2","https://batdongsan.com.vn/ban-dat-duong-bui-duong-lich-xa-hung-dong/ban-dep-tai-vinh-nghe-an-5-ty-161m2-pr42910586","12 m"
"360 m²","","","9 m","65 triệu/tháng","","","","","","","","","","","Cho thuê mặt bằng Nguyễn Văn Cừ 360m2/2 sàn (thông sàn) ngang 9m chỗ để xe rộng rãi thoải mái","https://batdongsan.com.vn/cho-thue-sang-nhuong-cua-hang-ki-ot-duong-nguyen-van-cu-1-phuong-hung-binh/cho-mat-bang-360m2-2-san-thong-san-ngang-9m-cho-de-xe-rong-rai-thoai-mai-pr41776705",""
"32 m²","","Đông - Bắc","5 m","3,2 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","2 tầng","","","Bán nhà riêng tại Âu Cơ, Phường 14, Quận 11, TP.HCM, 3,199 tỷ, 32m2, 32m2, view đẹp, nhiều tiện ích","https://batdongsan.com.vn/ban-nha-rieng-duong-au-co-phuong-14-6/ban-tai-14-quan-11-tp-hcm-3-199-ty-32m2-32m2-view-dep-nhieu-tien-ich-pr42920420","6 m"
"140 m²","","","","12,1 tỷ","","","","","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","1 tầng","","","Bán nhà/ văn phòng công ty 86/58 Trịnh Đình Trọng, Phường Phú Trung, Quận Tân Phú","https://batdongsan.com.vn/ban-nha-rieng-duong-trinh-dinh-trong-phuong-phu-trung/ban-van-phong-cong-ty-86-58-quan-tan-pr42834373","5 m"
"73 m²","Tây","Đông","","2,3 tỷ","","","","","Hợp đồng mua bán","2 phòng","2 phòng","","","","Giỏ hàng độc quyền Full 4 lock căn hộ City Gate Quận 8 Giá Rẻ từ 2,3 tỷ/căn, LH:0928 888 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-van-kiet-phuong-16-1-prj-city-gate-towers/gio-hang-doc-quyen-full-4-lock-quan-8-gia-re-tu-2-3-ty-lh-pr42805539",""
"65 m²","","","","4,7 tỷ","","","","Đầy đủ","Hợp đồng mua bán","2 phòng","1 phòng","","","","Bán CC 2PN, 1WC tại The Gold View, Bến Vân Đồn, Q.4, HCM chỉ với 4,7 tỷ","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ben-van-don-phuong-1-prj-the-gold-view/ban-cc-2pn-1wc-tai-q-4-hcm-chi-voi-4-7-ty-pr42921663",""
"47 m²","","","","1,82 tỷ","","","","Full","Sổ hồng","","","","","","Giỏ hàng Vinhomes Grandpark cắt lỗ T5/2025 1.5 tỷ - 34m2, 1.82 tỷ - 47m2","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-xien-phuong-long-binh-3-prj-the-manhattan-glory-vinhomes-grand-park/gio-hang-grandpark-cat-lo-t12-2024-1-5-ty-34m2-2-7-ty-69m2-pr41790633",""
"112 m²","Tây - Bắc","Đông - Nam","","16 tỷ","","","","Đầy đủ","Sổ hồng","3 phòng","2 phòng","","","","Bán căn hộ 3 phòng ngủ Q2 Thao Điền - Suất Người nước ngoài view sông Layout hiếm","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-truong-toan-phuong-thao-dien-prj-q2-thao-dien/ban-3-png-ngu-suat-nguoi-nuoc-ngoai-view-song-layout-hiem-pr42616254",""
"250 m²","","Đông - Bắc","10 m","70 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng","1 tầng","","","Bán lô đất đẹp Bạch Đông Ôn giáp đường Lương Định Của, p. An Khánh, TP. Thủ Đức; 10x25m; 70 tỷ TL","https://batdongsan.com.vn/ban-dat-duong-bach-dong-on-phuong-an-khanh/b-lo-dep-giap-lug-dinh-cua-p-khh-tp-thu-duc-10x25m-70-ty-tl-pr42645853","15 m"
"54 m²","","","","7,9 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","cần bán gấp đất Thượng Thanh ,Long Biên.54m2 Lô Góc .oto tránh mặt ngõ thông kinh doanh .","https://batdongsan.com.vn/ban-dat-duong-thuong-thanh-phuong-thuong-thanh-1/can-ban-gap-long-bien-54m2-lo-goc-oto-tranh-mat-ngo-thong-kinh-doanh-pr42869456","5,5 m"
"100 m²","","","5 m","2,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Cực hiếm - Cần bán gấp Đất KĐG Võ Thị Sáu đường 15,5m - Trung tâm Buôn Ma Thuột","https://batdongsan.com.vn/ban-dat-duong-tran-quy-cap-phuong-tan-lap/cuc-hiem-can-ban-gap-lo-kdg-vo-thi-sau-view-ve-km3-trung-tam-buon-ma-thuot-pr36664031","16 m"
"44 m²","Tây - Bắc","Đông - Nam","","3,5 tỷ","","","","Đầy đủ","Hợp đồng mua bán","1 phòng","1 phòng","","","","Căn hộ biển Polaris - Thanh toán chỉ từ 580tr - Bàn giao full nội thất - Giỏ hàng mới nhất từ CĐT","https://batdongsan.com.vn/ban-condotel-duong-3-2-2-phuong-10-11-prj-the-maris-vung-tau/can-ho-bien-polaris-thanh-toan-chi-tu-580tr-ban-giao-full-noi-that-gio-hang-moi-nhat-tu-cdt-pr42774162",""
"220 m²","","","9 m","30 triệu/tháng","","","","Không nội thất","","","2 phòng","","Ở ngay","Camera, PCCC","Cho thuê mặt bằng tại Nguyễn An Ninh, 30 triệu, 220 m2, mặt tiền 9m siêu hot","https://batdongsan.com.vn/cho-thue-sang-nhuong-cua-hang-ki-ot-duong-nguyen-an-ninh-phuong-8-15/cho-mat-bg-tai-30-trieu-220-m2-mat-tien-9m-sieu-hot-pr42123580?source=ad&adid=2816483",""
"53 m²","","","","2,79 tỷ","","","","Đầy đủ.","HĐMB","2 phòng","1 phòng","","","","Bán chung cư xịn sò đẹp xinh Osimi Gò Vấp 53m2, 2PN, 1WC","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duc-tho-phuong-15-6-prj-osimi-tower/hot-minh-chinh-chu-ban-xin-xo-dep-xinh-go-vap-53m2-2pn-1wc-full-noi-that-a-pr41218077",""
"80 m²","","","5,5 m","6,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","BÁN ĐẤT PHAN HUY ÍCH P12 GẦN EMART - HẺM XE HƠI - 5.5 x 15 - VUÔNG VỨC - GIÁ RẺ NHẤT KHU VỰC","https://batdongsan.com.vn/ban-dat-duong-phan-huy-ich-phuong-12-8/ban-p12-gan-emart-hem-xe-hoi-5-5-x-15-vuong-vuc-gia-re-nhat-khu-vuc-pr42722747","5 m"
"55 m²","Tây - Bắc","Đông - Nam","","5,1 tỷ","","","","Không nội thất","Hợp đồng mua bán","1 phòng","1 phòng","","","","BÁN CĂN HỘ 1PN MASTERI AN PHÚ - GIÁ SIÊU RẺ - ĐÁNG ĐỂ ĐẦU TƯ 0914 191 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-an-phu/b-1pn-gia-sieu-re-dg-de-dau-tu-pr42724150",""
"44 m²","Đông","Đông","4,9 m","5,8 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","3 tầng","","","Nhà phố 4.9x9m, trệt lửng 2 lầu sân thượng HXH đường Số 1, F15, GV. Nhà kiên cố chắc chắn","https://batdongsan.com.vn/ban-nha-rieng-duong-so-1-phuong-15-6/-pho-4-9x9-tret-lung-2-lau-san-thuong-hxh-1-f15-gv-kien-co-chac-chan-pr42685135","4 m"
"86 m²","","","","35 triệu/tháng","","","","","","8 phòng","9 phòng","5 tầng","","","Cho thuê nhà MT đường Lê Văn Thọ P16 - trệt 4 Lầu - 4,5x19m - 8PN - 9WC vị trí kinh doanh","https://batdongsan.com.vn/cho-thue-nha-mat-pho-duong-le-van-tho-phuong-16-3/cho-mt-p16-tret-4-lau-4-5x19-8pn-9wc-vi-tri-kinh-doanh-pr42304862",""
"151,4 m²","","Tây - Bắc","5,5 m","3,65 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Đất mặt tiền đường Đào Tấn - đối diện công viên - hàng hiếm 151.4m2 giá 3,65 tỷ","https://batdongsan.com.vn/ban-dat-nen-du-an-duong-dao-tan-phuong-dien-ngoc-prj-khu-do-thi-so-3-dien-nam-dien-ngoc/-mat-tien-doi-cong-vien-hang-hiem-151m2-gia-3-65-ty-pr42918687","7,5 m"
"140 m²","","","7 m","25,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Hiếm - ngã tư Hồng Tiến - Nguyễn Văn Cừ 140m2 MT 7m xây building đỉnh 25 tỷ 500 0868 779 ***","https://batdongsan.com.vn/ban-dat-duong-nguyen-van-cu-1-phuong-bo-de/hiem-nga-tu-hong-tien-140m2-mt-7m-xay-building-dinh-25-ty-500-pr42852385","10 m"
"43,9 m²","Đông - Nam","Đông - Nam","","Thỏa thuận","","","","Cơ bản","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng","","","","Căn 1 ngủ Đông Nam đẹp nhất dự án LD21109","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ly-thanh-tong-xa-duong-xa-prj-the-london-vinhomes-ocean-park/-1-ngu-dong-nam-dep-nhat-du-an-ld21109-pr41191080?source=ad&adid=2997718",""
"81,2 m²","","","","1,95 tỷ","","","","","Đã có sổ","","","","","","Nhiều nền đất đẹp giá tốt tại xã Long An, Long Thành, Đồng Nai!","https://batdongsan.com.vn/ban-dat-xa-long-an-4/nhieu-nen-dep-gia-tot-tai-thh-dong-nai-pr42919755",""
"5.000 m²","","","","65 nghìn/m²","","","","","","","","","","","Cho thuê tổng kho,xưởng ngay Quốc Lộ 51, Biên Hòa,Long Thành, Đồng Nai","https://batdongsan.com.vn/cho-thue-kho-nha-xuong-dat-duong-quoc-lo-51-xa-an-phuoc-3/cho-tong-ngay-51-ng-thanh-dong-nai-pr39598094",""
"60,3 m²","","Đông - Nam","4 m","2,45 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán lô đất KĐT Nam Sông Đào trục chợ - gần cổng trường tiểu học Cửa Nam, thành phố Nam Định","https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-nam-van-prj-khu-do-thi-nam-song-dao/ban-lo-kdt-truc-cho-gan-cong-truong-tieu-hoc-cua-thanh-pho-dinh-pr42881440","20 m"
"108 m²","","","","45 tỷ","","","","Đầy đủ.","Sổ đỏ/ Sổ hồng.","","","","","","Chủ nhà, bán nhà KDT Đại Kim C1 nhà 32 - 33 - duy nhất - tiện xây tòa văn phòng - LH: 0912 639 ***","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-canh-di-phuong-dai-kim-prj-khu-do-thi-moi-dai-kim-dinh-cong/chu-ban-kdt-c1-32-33-duy-t-tien-xay-toa-van-phong-lh-pr41996254",""
"64 m²","","","","4,1 tỷ","","","","","","2 phòng","2 phòng","","","","CHÍNH CHỦ NHỜ BÁN CHUNG CƯ C1,C2 Xuân đỉnh. 2 Ngủ, lô góc. Full nội thất. Giá 4.1 tỷ. Lh0988 932 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-dinh-phuong-xuan-dinh-prj-chung-cu-c1-c2-xuan-dinh/chinh-chu-nho-ban-2-ngu-lo-goc-full-noi-that-gia-4-1-ty-lh-pr42800715",""
"77,3 m²","Bắc","","","5,41 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","TỐT NHẤT TT""""Bán gấp căn hộ chung cư 77,3m2 5,X tỷ, 2N ,SH ,Tầng trung ,Ban công hướng mát","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-giai-phong-phuong-phuong-liet-prj-imperial-plaza/tot-nhat-tt-ban-gap-77-3m2-5-x-ty-2n-sh-tang-trung-ban-cong-huong-mat-pr42415798",""
"63 m²","","","","5,2 tỷ","","","","","","","","","","","Quỹ căn chuyển nhượng 2PN và 3PN giá tốt nhất, cập nhật liên tục tại chung cư Sunshine Riverside","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-thuong-1-prj-sunshine-riverside/quy-chuyen-nhuong-2pn-va-3pn-gia-tot-nhat-cap-nhat-lien-tuc-tai-riverside-pr42924346",""
"47 m²","","","5,2 m","11,89 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","4 tầng","","","Bán nhà Nguyễn Đình Thi - Tây Hồ 15m Ô tô tránh giá 11,3 tỷ.","https://batdongsan.com.vn/ban-nha-rieng-duong-thuy-khue-phuong-thuy-khue/ban-dep-o-to-o-ngay-trung-tam-tay-ho-dien-tich-47m-mat-tien-5-1m-gia-tot-trong-khu-vuc-pr42859537","4 m"
"180 m²","Nam","","","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","","","","Bán nhanh căn Duplex duy nhất tại Sun Grand City - Thụy Khuê 180m2, đồ xịn, tầng cao 0941 882 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thuy-khue-phuong-thuy-khue-prj-sun-grand-city/ban-nhanh-duplex-duy-nhat-tai-180m2-do-xin-chi-21-ty-pr42632076",""
"1.040 m²","","","10 m","660 triệu","","","","","Sổ đỏ/ Sổ hồng","","","","","","Kẹt bank bán lô đất 1 sẹc ĐT785 cạnh Nhà văn hóa 1040m2 (10x103) cách DT785 30m đường ô tô 10m","https://batdongsan.com.vn/ban-dat-duong-dt-785-xa-thanh-tan-6/ket-bank-ban-lo-1-sec-dt785-canh-nha-van-hoa-1040m2-10x103-cach-dt785-30m-o-to-10m-pr42637221","10 m"
"144 m²","","","6 m","4,5 tỷ","","","","","Sổ đỏ/ Sổ hồng.","","","","","","Bán 144m2 có sẵn 100m2 đất ở, có sẵn phòng cho thuê, hẻm Trần Hưng Đạo, giá cực tốt chỉ 4,5 tỷ","https://batdongsan.com.vn/ban-dat-duong-tran-hung-dao-xa-duong-to/ban-144m2-co-san-100m2-o-co-san-phong-cho-thue-hem-gia-cuc-tot-chi-25tr-m2-pr41812428","6 m"
"2.423,5 m²","","","53 m","15 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán đất tại xã Long Phước, huyện Long Thành, Đồng Nai","https://batdongsan.com.vn/ban-dat-xa-long-phuoc-3/ban-tai-huyen-thanh-dong-nai-pr40768268",""
"31,2 m²","","","","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","BÁN ĐẤT THỊ TRẤN TRÔI - HOÀI ĐỨC - 31,2m2","https://batdongsan.com.vn/ban-dat-duong-32-thi-tran-tram-troi/ban-nen-dien-tich-37-6m-chinh-chu-tai-hoai-duc-pr40916392",""
"40 m²","","","","Thỏa thuận","","","","","","","","4 tầng","","","Hàng Hiếm! Bán Nhà Hàng Xóm An Thượng, 40m², Ô Tô nhỏ vào được, Giá 4.8x Tỷ Gần Trường, Chợ!!","https://batdongsan.com.vn/ban-nha-rieng-xa-an-thuong-1/hg-hiem-b-hg-xom-40m-o-to-nho-vao-duoc-gia-4-8x-ty-g-truong-cho-pr42779156",""
"45 m²","","","","6,5 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","6 tầng","","","Bán nhà La Phù thang máy ô tô 7 chỗ vào nhà 45m2*6 tầng giá chỉ 6,5 tỷ","https://batdongsan.com.vn/ban-nha-rieng-duong-la-phu-xa-la-phu/ban-lo-goc-o-to-vao-43m-5-tang-4-x-ty-pr40842868",""
"11.000 m²","","","","2,8 triệu/m²","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán gấp đất nhà vườn MT sông Sài Gòn Phú Hữu Nhơn Trạch giá rẻ 2,8tr/m oto SR chính chủ.Gọi ngay 24","https://batdongsan.com.vn/ban-dat-duong-phan-van-dang-xa-phu-huu-4/ban-gap-nha-vuon-mt-song-nhon-trach-gia-re-3-2ty-1500m-oto-khu-dan-cu-goi-ngay-24-24h-pr41858320","8 m"
"150 m²","","","","3,09 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Quá hiếm, chính chủ bán đất Tả Phìn, Sa Pa (7.5m x 20m) full thổ cư, view thung lũng cực đẹp","https://batdongsan.com.vn/ban-dat-xa-ta-phin/qua-hiem-chinh-chu-ban-sa-pa-7-5m-x-20m-full-tho-cu-view-thung-lung-cuc-dep-pr41141258",""
"62 m²","","","","6,7 tỷ","","","","","","","","","","","CÒN 1lô duy nhất số 26 CHỐT LIỀN CHỈ 6.7tỷ sổ mới sang tên ngay","https://batdongsan.com.vn/ban-dat-phuong-phu-my-9/con-1lo-duy-nhat-so-26-chot-lien-chi-6-7ty-so-moi-sang-ten-ngay-pr42901031",""
"96 m²","Tây - Bắc","Đông - Bắc","","6,55 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","HOT! Căn hộ ĐẦU TƯ thì TIỀM NĂNG, Ở thì ĐẲNG CẤP vị trí vàng, view VỊNH ĐÀ NẴNG, BÁN ĐẢO SƠN TRÀ.","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-duyet-phuong-nai-hien-dong-prj-peninsula-da-nang/t-u-tu-thi-tiem-o-thi-ng-cap-vi-tri-vang-view-vinh-ban-o-son-tra-pr42926257",""
"1.005 m²","","","","450 triệu","","","","","Sổ hồng.","","","","","","Rẻ quá cách Quốc Lộ 20 chỉ 1km bán vườn xoài 1005m2 (17mx65m) khu dân cư chỉ 450 triệu","https://batdongsan.com.vn/ban-dat-xa-phu-ngoc/re-qua-cach-quoc-lo-20-chi-1km-ban-vuon-xoai-1005m2-17mx65m-khu-dan-cu-chi-450-trieu-pr39124720",""
"720 m²","","Tây - Bắc","20 m","79 tỷ","","","","","Sổ đỏ/ Sổ hồng","1 phòng","2 phòng","","","","(Vị Trí VIP) Bán nhà Đối Diện BV Trường Đh Y Dược Cần thơ,NGANG 20M DT 720m²","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-cu-1-phuong-an-khanh-1/-vi-tri-vip-ban-doi-dien-bv-truong-dh-y-duoc-can-tho-ngang-20m-dt-720m-pr42910587","34 m"
"72 m²","Đông - Nam","Tây - Bắc","","1,45 tỷ","","","","Đầy đủ.","- Nhà đã sẵn có, sổ đỏ sẵn sàng.","2 phòng","2 phòng","","","","Duy nhất Việt Nam nhà đã bàn giao sổ đỏ - dòng tiền thuê~12%/năm 2PN 72m2 Tecco Elite vốn từ 800tr","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quang-trung-phuong-thinh-dan-prj-tecco-elite-city/duy-nhat-viet-nam-nha-da-ban-giao-so-do-dong-tien-thue-12-nam-2pn-72m2-von-tu-800tr-pr42521029",""
"92 m²","","","","15,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","3 tầng","","","BÁN NHÀ HẺM LÊ HỒNG PHONG, Q10 - 92M2 - 3 TẦNG - NGANG 6, GIÁ 15.5 TỶ","https://batdongsan.com.vn/ban-nha-rieng-duong-le-hong-phong-phuong-2-18/ban-hem-p-q10-92m2-3-tang-ngang-6-gia-15-5-ty-pr42910932","4 m"
"56 m²","Tây - Bắc","Tây - Bắc","3,3 m","7,6 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","2 tầng","","","Bán nhà mặt phố Trần Hưng Đạo, Thái Bình, giá ưu đãi 7,6 tỷ, 56 m2","https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-hung-dao-phuong-tran-hung-dao-7/ban-thai-binh-gia-uu-dai-7-6-ty-56-m2-pr42144857","20 m"
"20 m²","","","","1,4 triệu/tháng","","","Theo nhà cung cấp","Không nội thất","","","","","Ở ngay","","Cho thuê phòng trọ tại đường số 4, 1,4 triệu, 20m2, Q9, HCM","https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-so-4-phuong-long-truong/cho-tai-4-1-4-trieu-20m2-q9-hcm-pr42789119",""
"135 m²","","","7 m","6,2 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","2 tầng","","","Nhà 2 tầng Hiệp Phú - Rẻ hơn giá đất - Hẻm xe hơi - 135m2 ngang 7m - Chỉ 6. X TL","https://batdongsan.com.vn/ban-nha-rieng-duong-tu-xuong-phuong-hiep-phu/-2-tang-ke-ga-metro-hem-xe-hoi-135m2-ngang-khung-7m-chi-6-x-ty-tl-pr42700160","5 m"
"137,13 m²","","Đông - Bắc","6 m","52 triệu/m²","","","","","Sổ đỏ/ Sổ hồng.","","","","","","Siêu phẩm 137.13m2 đấu giá Yên Hoà, Yên Mỹ, mặt tiền 6m, chỉ với 52 tr/m2","https://batdongsan.com.vn/ban-dat-xa-yen-hoa/sieu-pham-137m2-dau-gia-my-mat-tien-6m-pr42401029","5,5 m"
"260 m²","Nam","Nam","30 m","40 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","4 phòng","3 tầng","","","Hàng Kín,Bán nhà MT Võ Văn Kiệt ,P10, Quận 5, NGANG 17, dài 19, giá 40 tỷ ,mua siêu lời","https://batdongsan.com.vn/ban-nha-mat-pho-duong-vo-van-kiet-phuong-10-13/hang-kin-ban-mt-p10-quan-5m-ngang-17-dai-19-gia-75-ty-mua-sieu-loi-pr42856561","30 m"
