"Description","Location","Price","Price per m²","Space","Title"
"3 PN • Nhà ngõ, hẻm","Quận Long Biên • 3 ngày trước","12 tỷ","240 tr/m²","50 m²","NHÀ CỔ LINH- 6TẦNG THANG MÁY- GARA OTO- FULL NỘI THẤT- SÁT PHỐ"
"Đất thổ cư • Ngang 3.9 m","Quận Long Biên • 3 ngày trước","12 tỷ","240 tr/m²","50 m²","Bán Đất Tái Định Cư Ngọc Thuỵ, View công Viên, Kinh Doanh Đỉnh."
"3 PN • Nhà ngõ, hẻm","Quận Ba Đình • 3 ngày trước","12 tỷ","240 tr/m²","50 m²","NHÀ AN XÁ VIEW SÔNG NGÕ THÔNG BÀN CỜ OTO ĐỖ CÁCH 10M THIẾT KẾ CHÂU ÂU"
"Đất thổ cư • Ngang 5 m","Huyện Đông Anh • 3 ngày trước","12 tỷ","240 tr/m²","50 m²","✌✌✌ SIÊU PHẨM LÔ GÓC 54m2 Cán Khê, Nguyên Khê –Ngõ Thông, Ô TÔ TRÁNH"
"2 PN • Nhà ngõ, hẻm","Huyện Đông Anh • 3 ngày trước","12 tỷ","240 tr/m²","50 m²","❌❌Nhà Đẹp 44m2 Thôn Đoài, Nam Hồng, Ngõ Thông, Vios Đỗ Cửa"
"6 PN • Nhà ngõ, hẻm","Quận Đống Đa • 3 ngày trước","12 tỷ","240 tr/m²","50 m²","BÁN NHÀ NGUYỄN CHÍ THANH - 55M2 - 6 TẦNG - Ô TÔ VÀO NHÀ - 17.85 TỶ"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","Hào Nam 45m x 3 tầng dòng tiền 15tr/tháng cho thuê ổn định sổ đỏ A4"
"3 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","Bán Nhà Nguyễn Trãi 29M x 3T Giá 6 Tỷ. 20M ra phố, lô góc, 2 thoáng"
"Đất thổ cư","Huyện Đông Anh • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","đất đẹp hải bối, ô tô tránh,gần thành phố thông minh, cầu nhật tân"
"1 PN • Chung cư","Quận Nam Từ Liêm • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","Bán gấp căn 1pn+ 48m 2,850 tỷ SA5 Vinhomes smart city, Tây Mỗ"
"3 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","💥 NHÀ ĐẸP GIÁ MỀM - BÙI XƯƠNG TRẠCH, THANH XUÂN - 40M² - CHỈ HƠN 3 TỶ"
"3 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","BÁN NHÀ CÁCH 1 NHÀ RA Ô TÔ - NGÕ THÔNG - ĐỊNH CÔNG HẠ- HOÀNG MAI"
"3 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","Chị Lê cần đổi nhà muốn bán căn Phú Đô 35m2*3 vtri Vàng chỉ 6,55 tỷ"
"5 PN • Nhà ngõ, hẻm","Quận Ba Đình • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","SIÊU PHẨM PHỐ NGỌC HÀ – 7 TẦNG THANG MÁY – 5 NGỦ – NGAY CV BÁCH THẢO"
"2 PN • Tập thể, cư xá","Quận Đống Đa • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","Tập Thể C5 - dụng cụ cắt và đo lường (43 Thái Thịnh)"
"Đất thổ cư • Ngang 3.9 m","Quận Long Biên • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","Bán Mảnh đất hiếm Tái Định Cư Ngọc Thuỵ,đường rộng 25m,kinh doanh đỉnh"
"8 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","BÁN KHẨN CẤP NHÀ PHỐ BẠCH MAI NGÕ THÔNG Ô TÔ ĐỖ CỬA, DÂN XÂY KHUNG CỘT"
"4 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","BÁN NHÀ HAI MẶT NGÕ – PHỐ VŨ TRỌNG PHỤNG - THẲNG TẮP RA NGÕ- 40m2"
"4 PN • Nhà mặt phố, mặt tiền","Quận Nam Từ Liêm • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","⚡️⚡️⚡️Đồng me, Mễ trì - NAM TỪ LIÊM Diên tích 90m2 5 tầng Giá 2x tỷ"
"Đất thổ cư • Ngang 4.2 m","Quận Long Biên • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","Bán mảnh Đất khu phân lô Ngọc Thuỵ, vĩa hè, ôtô tránh, kinh doanh."
"3 PN • Nhà mặt phố, mặt tiền","Quận Đống Đa • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","nhà đống đa oto đỗ cửa"
"2 PN • Chung cư","Huyện Gia Lâm • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","Chính chủ bán căn góc 2PN+2WC 70m2 giá 3.2 tỷ tại Vinhomes Ocean Park"
"2 PN • Chung cư","Quận Hoàng Mai • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","căn hộ CT9 định công, hoàng mai, Hà Nội. - Diện tích: 71,5m2"
"Đất thổ cư • Ngang 5.45 m","Quận Hà Đông • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","Chính chủ bán đất ngõ ô tô"
"10 PN • Nhà mặt phố, mặt tiền","Quận Hai Bà Trưng • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","MẶT PHỐ GIẢI PHÓNG, ĐỐI DIỆN BỆNH VIỆN BẠCH MAI, 51M2 5 TẦNG HƠN 13 TỶ"
"Mặt bằng kinh doanh • Nội thất cao cấp","Quận Ba Đình • 2 ngày trước","7,7 tỷ","171 tr/m²","45 m²","VĂN CAO BA ĐÌNH 60m x 7 tầng - KINH DOANH - LÔ GÓC - THANG MÁY"
"4 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","7,85 tỷ","157 tr/m²","50 m²","Bán nhà đẹp ở ngay ngõ 559 Kim Ngưu ô tô đõ gần,50mx5T chỉ 7,85 tỷ"
"4 PN • Chung cư","Quận Bắc Từ Liêm • hôm qua","7,85 tỷ","157 tr/m²","50 m²","Chung Cư Scitech Tower 304 Hồ Tùng Mậu 4 Ngủ chỉ 5.15 tỷ"
"6 PN • Nhà mặt phố, mặt tiền","Quận Thanh Xuân • hôm qua","7,85 tỷ","157 tr/m²","50 m²","Nhà đẹp 7t thang máy 2 mặt phố Giáp Nhất, Thanh Xuân 75m chỉ 28 tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","7,85 tỷ","157 tr/m²","50 m²","Bán căn hộ tập thể Hoàng Cầu, ô tô tránh, 3 ngủ, full nội thất, 5,3 tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","7,85 tỷ","157 tr/m²","50 m²","Nhà Lạc Trung ô tô đỗ cửa trung tâm Hai Bà Trưng 65 chỉ 15,9 tỷ"
"6 PN • Hướng Đông Nam • Nhà mặt phố, mặt tiền","Quận Thanh Xuân • hôm qua","7,85 tỷ","157 tr/m²","50 m²","Bán nhà 8 tầng thang máy khuất duy tiến , nhà mới phù hợp kinh doanh"
"2 PN • Tập thể, cư xá","Quận Hai Bà Trưng • hôm qua","7,85 tỷ","157 tr/m²","50 m²","Căn hộ 85m2 sổ đỏ phố Bạch Mai, Thanh Nhàn ô tô đỗ cửa , sổ đỏ tầng 1"
"3 PN • Nhà ngõ, hẻm","Quận Tây Hồ • hôm qua","7,85 tỷ","157 tr/m²","50 m²","NHÀ DÂN XÂY XUÂN LA 44,1m2-NGÕ THÔNG-NỞ HẬU-OTO ĐỖ 15M"
"6 PN • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","7,85 tỷ","157 tr/m²","50 m²","Ô Cách - Đức Giang - Tương Lai đường trước nhà 22m - Cơ hội đầu tư ."
"6 PN • Nhà biệt thự","Quận Nam Từ Liêm • hôm qua","7,85 tỷ","157 tr/m²","50 m²","Biệt thự LuoisĐạiMỗ, 96m2, mặt tiền 28,5 tỷ - liên hệ ***"
"Đất thổ cư • Ngang 4 m","Quận Nam Từ Liêm • hôm qua","7,85 tỷ","157 tr/m²","50 m²","Đất Tây mỗ ngõ thông ôtô vào đất"
"2 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","7,85 tỷ","157 tr/m²","50 m²","Nhà chính chủ 2C Thổ Quan KD sầm uất ngay sát đường Khâm Thiên"
"Đất thổ cư • Ngang 5 m","Quận Nam Từ Liêm • hôm qua","7,85 tỷ","157 tr/m²","50 m²","Đất Đại mỗ ôtô vào đất ngõ thông kinh doanh"
"6 PN • Nhà ngõ, hẻm","Quận Tây Hồ • hôm qua","7,85 tỷ","157 tr/m²","50 m²","Gara ô tô- Lạc Long Quân/ Tây Hồ- 6 Tầng Thang Máy- Dt 47m2 - KD"
"3 PN • Hướng Nam • Nhà ngõ, hẻm","Huyện Hoài Đức • hôm qua","7,85 tỷ","157 tr/m²","50 m²","CĂN GÓC XÂY ĐƠN LẬP 45M2, SÂN TRƯỚC VÀ SAU, Ô TÔ ĐỖ CỬA."
"5 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • hôm qua","7,85 tỷ","157 tr/m²","50 m²","BÁN NHÀ MỚI XÂY – THANG MÁY – FULL NỘI THẤT – NGÕ 92 NGUYỄN KHÁNH TOÀN"
"nhiều hơn 10 PN • Chung cư","Quận Nam Từ Liêm • hôm qua","7,85 tỷ","157 tr/m²","50 m²","BÁN CĂN HỘ DỊCH VỤ NGÕ THÔNG – CĂN DÒNG TIỀN CHO THUÊ"
"3 PN • Hướng Bắc • Nhà mặt phố, mặt tiền","Quận Nam Từ Liêm • hôm qua","7,85 tỷ","157 tr/m²","50 m²","Chính chủ cần bán nhà 5 tầng 3ngủ 3wc khu dân trí cao"
"3 PN • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","7,85 tỷ","157 tr/m²","50 m²","cần bán gấp nhà Quang lãm Hà Đông , giá 5 tỷ"
"4 PN • Nhà mặt phố, mặt tiền","Quận Nam Từ Liêm • hôm qua","7,85 tỷ","157 tr/m²","50 m²","Chính chủ bán gấp siêu đẹp Phú Đô 6 tầng 35m2 chỉ 8,6"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","6,9 tỷ","230 tr/m²","30 m²","Minh Khai- Nhà Đẹp - Sổ Đẹp - 5M Ô Tô Tránh- 30Mx5T"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","6,9 tỷ","230 tr/m²","30 m²","Lò Đúc- Ngõ Ngách Thông- Ô Tô Tránh 20M- Trước Nhà 2,5M"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","6,9 tỷ","230 tr/m²","30 m²","Trần Khát Chân- 35Mx5T - Cách Phố 50M"
"4 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","6,9 tỷ","230 tr/m²","30 m²","Dương Văn Bé- Mặt Ngõ Thông Kinh Doanh- Mặt Tiền Rộng"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","6,9 tỷ","230 tr/m²","30 m²","Lô Góc- Trước Nhà 3M- Ngõ Thông- Gần Phố 37Mx5T"
"3 PN • Chung cư","Quận Tây Hồ • hôm qua","6,9 tỷ","230 tr/m²","30 m²","Căn Hộ Cao Cấp Westlake Residential, DT135m2, 3PN, View Hồ Tây Mát Mẻ"
"4 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • hôm qua","6,9 tỷ","230 tr/m²","30 m²","BÁN NHÀ KV PHÙNG KHOANG, NGUYỄN TRÃI, LƯƠNG THẾ VINH. 42 M *5T. 8 TỶ"
"4 PN • Nhà phố liền kề","Quận Long Biên • hôm qua","6,9 tỷ","230 tr/m²","30 m²","cực phẩm đầu tư LÃI VỐN Đức Giang - Long Biên"
"10 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • hôm qua","6,9 tỷ","230 tr/m²","30 m²","Bán Nhà Dòng Tiền Căn CCMN Kv Đình Thôn Nam Từ Liêm."
"3 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • hôm qua","6,9 tỷ","230 tr/m²","30 m²","Bán Nhà Đại Mỗ, Tây Mỗ Nam Từ Liêm. Nhà Mới 5 Tầng. Nhỉnh 5 Tỷ"
"9 PN • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","6,9 tỷ","230 tr/m²","30 m²","Bán nhà dòng tiền CCMN, thu nhập 25-30 triệu/tháng. Vị trí đẹp. 6 T"
"9 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • hôm qua","6,9 tỷ","230 tr/m²","30 m²","Bán Nhà Dòng Tiền, CHDV, CCMN Mỹ Đình. 9 phòng. 40 tr/tháng. 7,95 Tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","6,9 tỷ","230 tr/m²","30 m²","Bán nhà Kv Văn Quán Mộ Lao, vị trí đẹp, 40 m2 nhỉnh 5 tỷ"
"4 PN • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","6,9 tỷ","230 tr/m²","30 m²","Bán nhà Kv Trần Phú, Mỗ Lao, nhà đẹp dân xây ở ngay. 45 m2. 6-7 Tỷ"
"3 PN • Nhà mặt phố, mặt tiền","Quận Tây Hồ • hôm qua","6,9 tỷ","230 tr/m²","30 m²","Hiếm MP Yên Hoa, view hồ, 40m, 7T, MT4.7m, 31 tỷ"
"4 PN • Nhà mặt phố, mặt tiền","Quận Thanh Xuân • hôm qua","6,9 tỷ","230 tr/m²","30 m²","Bán nhà Khương Trung (20 m ra phố, ảnh thật 100%).S:45m.4T.giá 10.5 tỷ"
"7 PN • Nhà mặt phố, mặt tiền","Quận Thanh Xuân • hôm qua","6,9 tỷ","230 tr/m²","30 m²","Nhà Vương Thừa Vũ. Thanh Xuân.7 Tầng thang máy. Mt: 5.1 m. giá 19.5 ty"
"nhiều hơn 10 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • hôm qua","6,9 tỷ","230 tr/m²","30 m²","Siêu phẩm dòng tiền Khương Đình, TX, 86m, 24p, 22 tỷ"
"5 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • hôm qua","6,9 tỷ","230 tr/m²","30 m²","LÊ ĐỨC THỌ - NGÕ THÔNG - KINH DOANH - Ô TÔ 12,9 TỶ"
"5 PN • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","6,9 tỷ","230 tr/m²","30 m²","nhà phố Trạm dân xây, mới, rẻ nhất thị trường, siêu rộng, có sân riêng"
"2 PN • Hướng Đông Bắc • Nhà mặt phố, mặt tiền","Quận Cầu Giấy • hôm qua","14,8 tỷ","129 tr/m²","115 m²","CẦU GIẤY KINH DOANH 115m MT4.5m NHÀ 4 TẦNG GIÁ 14TY8"
"3 PN • Hướng Tây Nam • Chung cư","Quận Nam Từ Liêm • hôm qua","14,8 tỷ","129 tr/m²","115 m²","Bán CC The Sakura, Tây Mỗ, 6,83 tỷ, 94m2, 3PN, 2WC, giá tốt, uy tín"
"6 PN • Hướng Bắc • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","14,8 tỷ","129 tr/m²","115 m²","cần bán nhà ở định công hạ"
"3 PN • Nhà ngõ, hẻm","Quận Tây Hồ • hôm qua","14,8 tỷ","129 tr/m²","115 m²","SIÊU PHẨM TÂY HỒ - 5 TẦNG - THANG MÁY - NHÀ MỚI Ở NGAY - SIÊU HIẾM!!!"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","14,8 tỷ","129 tr/m²","115 m²","TÔI bán nhà Nam Đồng NGUYỄN LƯƠNG BẰNG 4T 60m ra phố 5.1 Tỷ SĐCC"
"8 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","14,8 tỷ","129 tr/m²","115 m²","Bán nhà phố Hồng Mai, Hai Bà Trưng 43m, 5 tầng. Giá: 8.95 tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Tây Hồ • hôm qua","14,8 tỷ","129 tr/m²","115 m²","BÁN NHÀ XUÂN LA NGOẠI GIAO ĐOÀN 5 TẦNG 3 NGỦ CHỈ 7.5 TỶ CÒN BỚT."
"3 PN • Nhà ngõ, hẻm","Quận Bắc Từ Liêm • hôm qua","14,8 tỷ","129 tr/m²","115 m²","NHÀ ĐẸP XÂY MỚI - LIÊN MẠC, BẮC TỪ LIÊM - Ô TÔ ĐỖ CỔNG - 5 TẦNG 3 NGỦ"
"4 PN • Nhà mặt phố, mặt tiền","Quận Hai Bà Trưng • hôm qua","14,8 tỷ","129 tr/m²","115 m²","BÁN NHÀ MẶT PHỐ LƯƠNG YÊN- quận HAI BÀ TRUNG 78m 5TẦNG THANG MÁY 28 TỶ"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","14,8 tỷ","129 tr/m²","115 m²","GẤP: BÁN 35M ĐẤT, TẶNG NHÀ 3 TẦNG MINH KHAI, CÁCH Ô TÔ 5M; 4,99 TỶ"
"1 PN • Nhà mặt phố, mặt tiền","Quận Long Biên • hôm qua","14,8 tỷ","129 tr/m²","115 m²","BÁN NHÀ MẶT PHỐ KINH DOANH-NGỌC TRÌ LONG BIÊN 130M MT 5m 22 TỶ"
"4 PN • Nhà ngõ, hẻm","Huyện Đông Anh • hôm qua","14,8 tỷ","129 tr/m²","115 m²","NHÀ 3 TẦNG XÂY MỚI - MẶT TIỀN RỘNG - THIẾT KẾ ĐẸP - DÂN CƯ YÊN TĨNH"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","14,8 tỷ","129 tr/m²","115 m²","SIÊU PHẨM ĐỐNG ĐA - 3 MẶT THOÁNG - NỞ HẬU - ĐẸP MỚI LUNG LINH FULL NỘI"
"5 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","14,8 tỷ","129 tr/m²","115 m²","ĐỊNH CÔNG 45MX5T ĐẸP MÊ LY.THIỆN CHÍ CHÀO HƠN 7 TỶ CHÚT."
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","14,8 tỷ","129 tr/m²","115 m²","CHÍNH CHỦ bán nhà ngõ 102 PHỐ LÒ ĐÚC 4 tầng ảnh thật miễn trung gian"
"2 PN • Căn hộ dịch vụ, mini","Quận Đống Đa • hôm qua","14,8 tỷ","129 tr/m²","115 m²","🌟 BÁN CĂN HỘ TẦNG 2 – CHUNG CƯ MINI ĐƯỜNG LÁNG – 52M², 2PN, 1.99 TỶ! 🌟"
"2 PN • Chung cư","Huyện Gia Lâm • hôm qua","14,8 tỷ","129 tr/m²","115 m²","VỢ CHỒNG EM MUỐN BÁN CĂN 2PN1VS FULL NỘI THẤT GIÁ 2 TỶ600TR TẠI VHOCP"
"3 PN • Hướng Đông Bắc • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","14,8 tỷ","129 tr/m²","115 m²","Bán gấp nhà"
"6 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","14,8 tỷ","129 tr/m²","115 m²","Nhà 5 tầng, 6 phòng ngủ giá hơn 5 tỷ"
"1 PN • Chung cư","Huyện Gia Lâm • hôm qua","14,8 tỷ","129 tr/m²","115 m²","EM CHÍNH CHỦ BÁN CĂN 1PN+ 47m2 VIEW TRỰC DIỆN ĐẠI HỌC VINUNI FULL ĐỒ"
"3 PN • Nhà mặt phố, mặt tiền","Huyện Hoài Đức • hôm qua","4,25 tỷ","137 tr/m²","31 m²","NHÀ ĐẸP GIÁ RẺ KIM CHUNG"
"nhiều hơn 10 PN • Nhà mặt phố, mặt tiền","Huyện Hoài Đức • hôm qua","4,25 tỷ","137 tr/m²","31 m²","Bán tòa ccmn đường ô tô tránh Vân Canh, 11p khép kín, thang máy, full"
"3 PN • Hướng Nam • Nhà mặt phố, mặt tiền","Quận Bắc Từ Liêm • hôm qua","4,25 tỷ","137 tr/m²","31 m²","NHÀ FULL NỘI THẤT PHÚ DIỄN"
"7 PN • Nhà phố liền kề","Huyện Hoài Đức • hôm qua","4,25 tỷ","137 tr/m²","31 m²","Nhà dân xây khu đô thị mới vân canh dt 65m, 5 tầng, thang máy nhập kh"
"4 PN • Nhà ngõ, hẻm","Huyện Hoài Đức • hôm qua","4,25 tỷ","137 tr/m²","31 m²","Chính chủ bán nhà Vân, ngõ ôtô cách 10m. Sổ cc,dt 32m x 4 tầng đầy"
"2 PN • Chung cư","Quận Bắc Từ Liêm • hôm qua","4,25 tỷ","137 tr/m²","31 m²","Cần bán gấp căn 2 ngủ chung cư 304 Hồ Tùng mậu giá nhỉnh 3 tỷ"
"8 PN • Nhà ngõ, hẻm","Huyện Hoài Đức • hôm qua","4,25 tỷ","137 tr/m²","31 m²","NHÀ VÂN CANH - GARA Ô TÔ - THANG MÁY - NGÕ THÔNG - KINH DOANH"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","4,25 tỷ","137 tr/m²","31 m²","OTO QUA NHÀ phố Kim Ngưu; 41m x 5 tầng THANG MÁY; NHÀ XÂY MỚI"
"6 PN • Nhà biệt thự","Quận Nam Từ Liêm • hôm qua","4,25 tỷ","137 tr/m²","31 m²","🔥🔥🔥CẦN BÁN CĂN BIỆT THỰ LÔ GÓC Ở FORESA 👉DT : 104m² * giá 21.x tỷ"
"4 PN • Nhà mặt phố, mặt tiền","Quận Long Biên • hôm qua","4,25 tỷ","137 tr/m²","31 m²","BÁN NHÀ THẠCH BÀN 58M 6,5 TẦNG KINH DOANH, THANG MÁY, Ô TÔ TRÁNH"
"3 PN • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","4,25 tỷ","137 tr/m²","31 m²","THƯỢNG THANH -NHÀ ĐẸP Ở LUÔN FULL NỘI THẤT - 2 THOÁNG TRƯỚC SAU"
"4 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","4,25 tỷ","137 tr/m²","31 m²","Nhà mặt ngõ Quan Thổ 1, dân xây, 3gác đỗ cửa, gần ôtô, 45m², 8.1 tỷ."
"nhiều hơn 10 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","4,25 tỷ","137 tr/m²","31 m²","Toà CHDV Giải Phóng, DT gần 1 tỷ/năm, 63m2 7 tầng mới, 15PKK, gần phố"
"3 PN • Hướng Tây Nam • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","4,25 tỷ","137 tr/m²","31 m²","Nhà Lê Trọng Tấn cạnh Đh Nguyễn Trãi 4 tầng 3PN full nội thất chỉ 6 tỷ"
"2 PN • Hướng Nam • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","4,25 tỷ","137 tr/m²","31 m²","Bán Nhà Ỷ La Dương Nội 4 tầng lô góc dọn về ở ngay chỉ với 4 tỷ"
"4 PN • Hướng Tây Bắc • Nhà ngõ, hẻm","Huyện Chương Mỹ • hôm qua","4,25 tỷ","137 tr/m²","31 m²","42m2 Nhà 4 Tầng chỉ với 3 tỷ ngõ Ôtô tọa lạc tại tt.Chúc Sơn"
"5 PN • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","4,25 tỷ","137 tr/m²","31 m²","HÓT! BÁN NHÀ BÁT KHỐI 30m×6tầng. Dân trí cao. Giá hơn 8tỷ"
"4 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • hôm qua","4,25 tỷ","137 tr/m²","31 m²","HOT!!! Nhà CỰC ĐẸP Khương Đình Thanh Xuân – Full đồ – gần phố – 7.8"
"2 PN • Hướng Đông Nam • Chung cư","Quận Cầu Giấy • hôm qua","4,25 tỷ","137 tr/m²","31 m²","Cần bán gấp căn hộ chung cư Central Field"
"3 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","4,25 tỷ","137 tr/m²","31 m²","BÁN NHÀ XÂY MỚI số 24 ngõ 91 đường Hoàng Mai; 36m xây 5 tầng giá 7.6 t"
"Đất thổ cư","Quận Long Biên • hôm qua","7,2 tỷ","109 tr/m²","66 m²","Bán 66m² đất đẹp 2 mặt thoáng, đường ô tô thông, giá 7.2 tỷ."
"3 PN • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","7,2 tỷ","109 tr/m²","66 m²","Nhà Phố Ỷ La Dương Nội.4 tầng -52m2"
"3 PN • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","7,2 tỷ","109 tr/m²","66 m²","Nhà trung tâmHàĐông, đường ôtô thông Quang Trung sang Lê Hồng Phong."
"5 PN • Nhà ngõ, hẻm","Quận Ba Đình • hôm qua","7,2 tỷ","109 tr/m²","66 m²","Ngọc Khánh, 15m ra đường ô tô, tiện ích bạt ngàn, thông Kim Mã,68m2x4T"
"1 PN • Chung cư","Huyện Gia Lâm • hôm qua","7,2 tỷ","109 tr/m²","66 m²","cần bán nhanh căn hộ 1ng+,1vs giá 2tỷ250tr diện tích 47m2 tại VHOCP"
"6 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","7,2 tỷ","109 tr/m²","66 m²","Hoa hậu Thái Thịnh, 40m2x5 tầng, 6Pn, gần phố, cần bán gấp!"
"5 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","7,2 tỷ","109 tr/m²","66 m²","Cực Phẩm ! Căn Hộ Dịch Vụ Dòng Tiền -Thang Máy Doanh Thu 40tr/ Tháng"
"4 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","7,2 tỷ","109 tr/m²","66 m²","Hào Nam, ngõ thông kd, nhà đẹ ở ngay, gần mặt phố,36m2x5T"
"4 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • hôm qua","7,2 tỷ","109 tr/m²","66 m²","TT CẦU GIẤY - 40M2 DÂN XÂY 2 THOÁNG - Ô TÔ 50M - NHỈNH 8 TỶ"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","7,2 tỷ","109 tr/m²","66 m²","Gấp,Trần Quang Diệu gần trường học ,cv tiện ích bạt ngàn 38m2x5T,MT 4m"
"5 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","7,2 tỷ","109 tr/m²","66 m²","HAI BÀ, 53 m * 4 TẦNG MT QUYỀN LỰC, ÔTÔ 15M - SỔ VUÔNG CHÍNH CHỦ"
"6 PN • Nhà mặt phố, mặt tiền","Quận Ba Đình • hôm qua","7,2 tỷ","109 tr/m²","66 m²","Nhà hiếm Phố Văn Cao - phân lô - ô tô tránh - 58m vuông 17,5 tỷ"
"5 PN • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","7,2 tỷ","109 tr/m²","66 m²","NHÀ PHỐ ĐÀM QUANG TRUNG - MỚI TINH - FULL NỘI THẤT - THANG MÁY SỊN SÒ"
"Đất thổ cư • Ngang 18.25 m","Huyện Quốc Oai • hôm qua","7,2 tỷ","109 tr/m²","66 m²","197 m2 Đất full thổ cư Đại Thành, Quốc Oai"
"4 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • hôm qua","7,2 tỷ","109 tr/m²","66 m²","Nhà Quan Nhân, Thanh Xuân. 40m, 5 tầng, mặt tiền 6m. Giá 6,7 tỷ"
"6 PN • Hướng Nam • Nhà mặt phố, mặt tiền","Quận Hoàng Mai • hôm qua","7,2 tỷ","109 tr/m²","66 m²","BÁN GẤP NHÀ PHÂN LÔ KIM ĐỒNG Ô TÔ VÀO NHÀ KD- HOÀNG MAI 81M 4T 14.5 TY"
